track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,tempo,liveness
No Es Justo,J Balvin,73,Vibras,2018-05-25,latin,reggaeton,0.684,0.811,87.866,0.0871
MIA,Bad Bunny,69,X 100PRE,2018-12-23,latin,reggaeton,0.816,0.538,97.054,0.099
Anoche (Remix),Romeo El Santo,52,Anoche (Remix),2019-02-21,latin,reggaeton,0.778,0.798,180.013,0.114
Se Perdio - Remix,area3,48,Se Perdio (Remix),2019-10-10,latin,reggaeton,0.785,0.62,82.01,0.0615
El Papi,Tommy Boysen,61,El Papi,2019-04-05,latin,reggaeton,0.704,0.589,189.989,0.0739
11 PM,Maluma,86,11:11,2019-05-17,latin,reggaeton,0.777,0.712,95.692,0.091
Pa Mí - Remix,Dalex,18,Pa Mí (Remix),2019-02-07,latin,reggaeton,0.688,0.62,170.018,0.158
Kemba Walker,Eladio Carrion,75,Kemba Walker,2019-08-06,latin,reggaeton,0.832,0.59,146.939,0.123
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,71,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2019-09-27,latin,reggaeton,0.803,0.533,129.96,0.391
Con Altura,ROSALÍA,87,Con Altura,2019-03-28,latin,reggaeton,0.882,0.689,97.963,0.0501
"Selfie (feat. Zion & Lennox, Jhay Cortez & Miky Woodz) - Remix",De La Ghetto,52,"Selfie (feat. Zion & Lennox, Jhay Cortez & Miky Woodz) [Remix]",2020-01-17,latin,reggaeton,0.904,0.75,97.001,0.0437
Solo (with Rauw Alejandro),Jay Menez,63,Solo (with Rauw Alejandro),2020-01-07,latin,reggaeton,0.837,0.562,94.067,0.203
A Vapor,Sky,50,A Vapor,2020-01-17,latin,reggaeton,0.868,0.619,90.989,0.122
Video Llamada,Arcangel,68,Historias de un Capricornio,2019-12-20,latin,reggaeton,0.903,0.634,101.053,0.0712
Te Confisco - Remix,Anonimus,44,Te Confisco (Remix),2020-01-16,latin,reggaeton,0.796,0.696,187.832,0.0989
Tengo Niveles,J Montez,50,Tengo Niveles,2020-01-01,latin,reggaeton,0.786,0.892,179.904,0.0513
Igual o Peor,Gigolo Y La Exce,61,Igual o Peor,2019-12-20,latin,reggaeton,0.651,0.609,119.71,0.126
Te Vas Arrepentir - Remix,Chris Wandell,60,Te Vas Arrepentir (Remix),2019-12-06,latin,reggaeton,0.797,0.687,91.975,0.14
Me Encanta,Logan Romero,51,Me Encanta,2019-11-11,latin,reggaeton,0.859,0.715,96.019,0.12
Te Hace Falta,Baby Rasta & Gringo,56,Te Hace Falta,2019-12-13,latin,reggaeton,0.867,0.844,92.015,0.0801
Hasta Que Salga el Sol,Ozuna,68,Hasta Que Salga el Sol,2019-11-07,latin,reggaeton,0.857,0.823,96.048,0.0593
Poca Tela,Jaycob Duque,54,Poca Tela,2019-12-06,latin,reggaeton,0.529,0.667,94.825,0.0791
Pandora,Vibarco,54,Pandora,2019-07-26,latin,reggaeton,0.609,0.703,99.385,0.106
Fin de Semana,Kaline,48,Fin de Semana,2019-12-05,latin,reggaeton,0.835,0.818,100.102,0.0452
Verano En París - Remix,Jerry Di,70,Verano En París (Remix),2019-10-25,latin,reggaeton,0.68,0.752,191.977,0.225
Porno,Rich Music LTD,77,The Academy,2019-10-11,latin,reggaeton,0.535,0.71,92.009,0.141
Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,77,Nadie (feat. Sech & Sharo Towers) [Remix],2019-10-10,latin,reggaeton,0.764,0.753,95.109,0.118
Suave - Remix,Jey Blessing,70,Suave (Remix),2019-11-07,latin,reggaeton,0.673,0.694,175.912,0.118
Hoy Se Bebe - Remix,Nio Garcia,68,Hoy Se Bebe (Remix),2019-11-08,latin,reggaeton,0.906,0.5,93.993,0.0576
Las Horas,Young L3x,48,Energía,2019-11-29,latin,reggaeton,0.926,0.591,96.993,0.0759
Imaginate,Rich Music LTD,76,The Academy,2019-10-11,latin,reggaeton,0.691,0.751,169.884,0.0808
Diavla,Chris Viz,76,Diavla,2019-04-10,latin,reggaeton,0.84,0.617,100.001,0.202
Veneno,BB Nobre,49,Por Fin - EP,2019-11-22,latin,reggaeton,0.779,0.821,95.982,0.162
Verte Ir,DJ Luian,83,Verte Ir,2019-03-28,latin,reggaeton,0.857,0.647,95.982,0.0842
Desierto,Amenazzy,69,Desierto,2019-08-30,latin,reggaeton,0.734,0.583,105.013,0.0979
La Mentira - Remix,Brytiago,71,La Mentira (Remix),2019-05-17,latin,reggaeton,0.811,0.695,93.991,0.109
Falsas Promesas,Sech,68,Sueños,2019-04-19,latin,reggaeton,0.412,0.737,179.952,0.13
Dispuesto (feat. Ozuna),Maluma,68,11:11,2019-05-17,latin,reggaeton,0.868,0.698,92.015,0.734
Cúrame (feat. Manuel Turizo),Prince Royce,75,Cúrame (feat. Manuel Turizo),2019-06-07,latin,reggaeton,0.758,0.629,97.006,0.113
No Te Veo - Remix,Casper Magico,74,No Te Veo,2019-04-30,latin,reggaeton,0.861,0.786,104.017,0.113
Baila Baila Baila - Remix,Ozuna,80,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",2019-04-25,latin,reggaeton,0.785,0.572,100.016,0.218
Ni Gucci Ni Prada,Kenny Man,75,Ni Gucci Ni Prada,2018-09-14,latin,reggaeton,0.799,0.676,104.956,0.325
Hookah & Sheridan s,Tommy Boysen,73,Hookah & Sheridan s,2017-10-05,latin,reggaeton,0.809,0.528,103.923,0.0897
Ella Quiere Beber - Remix,Anuel AA,82,Ella Quiere Beber (Remix),2018-11-02,latin,reggaeton,0.75,0.665,95.239,0.0515
Lo Malo,Sech,1,Lo Malo,2018-07-27,latin,reggaeton,0.505,0.516,91.918,0.298
Tutu,Camilo,88,Tutu,2019-08-09,latin,reggaeton,0.731,0.832,146.013,0.0665
¿Qué Ha Pasao'?,Abraham Mateo,78,¿Qué Ha Pasao'?,2019-10-01,latin,reggaeton,0.648,0.752,178.228,0.201
La Difícil,Camilo,78,La Difícil,2019-12-20,latin,reggaeton,0.675,0.36,64.921,0.159
MALA SANTA,Becky G,79,MALA SANTA,2019-10-18,latin,reggaeton,0.851,0.701,98.039,0.163
Boomshakalaka,Dimitri Vegas & Like Mike,74,Boomshakalaka,2019-11-29,latin,reggaeton,0.727,0.824,96.063,0.0631
BOTA FUEGO,Mau y Ricky,77,BOTA FUEGO,2019-10-11,latin,reggaeton,0.728,0.83,175.984,0.0962
Tabú,Pablo Alborán,78,Tabú,2019-11-06,latin,reggaeton,0.748,0.808,99.997,0.11
Loco,Beéle,39,Loco,2019-08-08,latin,reggaeton,0.849,0.569,105.038,0.0696
Gan-Ga - Remix,Bryant Myers,79,Gan-Ga (Remix),2019-11-15,latin,reggaeton,0.861,0.572,90.052,0.0853
Pegao,CNCO,75,Que Quiénes Somos,2019-10-11,latin,reggaeton,0.73,0.725,95.061,0.544
+,Aitana,81,+,2019-12-17,latin,reggaeton,0.561,0.666,160.019,0.123
Pa' Olvidarme De Ella,Piso 21,86,Pa' Olvidarme De Ella,2019-09-06,latin,reggaeton,0.728,0.542,90.016,0.136
Patek,Ozuna,75,Nibiru,2019-11-29,latin,reggaeton,0.839,0.554,139.952,0.0923
Oye,TINI,81,Oye,2019-10-11,latin,reggaeton,0.683,0.51,95.08,0.175
La Mejor Versión de Mi - Remix,Natti Natasha,80,La Mejor Versión de Mi (Remix),2019-10-04,latin,reggaeton,0.735,0.712,131.938,0.302
Dime tú,Danny Ocean,75,Dime tú,2019-10-25,latin,reggaeton,0.831,0.648,117.98,0.114
Es un Secreto,Plan B,62,House Of Pleasure,2010,latin,reggaeton,0.836,0.777,94.977,0.0561
Mayor que yo,Tonny Tun Tun,63,Infinite summer,2012-09-24,latin,reggaeton,0.66,0.793,179.512,0.611
Salió El Sol,Don Omar,31,King Of Kings (Armageddon Edition),2006-01-01,latin,reggaeton,0.884,0.727,110,0.0432
No Es Culpa Mía,DY,0,No Es Culpa Mía,2017-05-24,latin,reggaeton,0.805,0.852,94.053,0.0798
Zun Da Da,Zion,67,The Perfect Melody,2007-06-05,latin,reggaeton,0.782,0.767,88.005,0.0947
Dile,Don Omar,49,Reggaeton Hitmakers Tropical Blend,2006-01-01,latin,reggaeton,0.822,0.744,94.039,0.0692
Pam Pam,Wisin & Yandel,43,20 Number 1's Now,2007-11-20,latin,reggaeton,0.868,0.673,95.024,0.184
Siente El Boom (feat. Randy),"Tito ""El Bambino""",55,Siente El Boom (feat. Randy) - Single,2011-07-12,latin,reggaeton,0.805,0.738,95.012,0.123
Ella Se Contradice (feat. Plan B),Baby Rasta,60,Ella Se Contradice (feat. Plan B),2009-08-12,latin,reggaeton,0.767,0.758,76.498,0.376
Salgo Pa' la Calle,Daddy Yankee,64,Talento de Barrio,2008-08-12,latin,reggaeton,0.617,0.771,180.002,0.162
Aparentemente,Mackieaveliko,40,Mis Favoritas Vol. 1,2015-12-12,latin,reggaeton,0.865,0.586,93.994,0.13
More,Zion,63,La Fórmula,2012-08-20,latin,reggaeton,0.687,0.778,172.047,0.117
Mirame,Daddy Yankee,45,20 Number 1's Now,2007-11-20,latin,reggaeton,0.787,0.813,95.996,0.857
"Esta Noche de Travesuras (feat. Héctor ""El Father"")",DJ Nelson,56,Flow Music Presenta: Flow la Discoteka,2004-03-02,latin,reggaeton,0.828,0.666,91.961,0.0834
Besos Mojados,Wisin & Yandel,59,La Revolución - Evolution (International Version),2009-01-01,latin,reggaeton,0.646,0.81,95.985,0.266
Fuera del Planeta,Randy,51,Fuera del Planeta,2018-07-14,latin,reggaeton,0.702,0.864,94.994,0.187
Sexy Movimiento,Wisin & Yandel,66,"Wisin Vs Yandel ""Los Extraterrestres""",2007-01-01,latin,reggaeton,0.815,0.757,104.986,0.147
Bien Loco,Nova y Jory,62,Bien Loco,2009-06-26,latin,reggaeton,0.515,0.812,169.981,0.101
Yo Se Que Tu Quieres (feat. Ñengo Flow),Sammy & Falsetto,58,Yo Se Que Tu Quieres (feat. Ñengo Flow),2012,latin,reggaeton,0.627,0.798,180.051,0.133
Noche De Entierro (Nuestro Amor),Daddy Yankee,64,Mas Flow - Los Benjamins,2006-09-26,latin,reggaeton,0.868,0.764,96.994,0.0918
Si No Le Contesto,Plan B,59,House Of Pleasure,2010,latin,reggaeton,0.846,0.747,95.003,0.159
Hasta Abajo,Don Omar,57,Meet The Orphans,2010-01-01,latin,reggaeton,0.697,0.919,179.988,0.0882
Por Amar A Ciegas,Arcangel,62,El Fenomeno,2008-12-09,latin,reggaeton,0.564,0.684,119.99,0.335
Llamé Pa' Verte (Bailando Sexy),Wisin & Yandel,58,Pa'l Mundo,2005-01-01,latin,reggaeton,0.842,0.823,95.017,0.0865
Un Poco Loca (feat. De La Ghetto),Jowell & Randy,58,Los Mas Sueltos Del Reggaeton,2007-12-18,latin,reggaeton,0.806,0.738,176.098,0.156
Fashion Girl,Jadiel,57,Lo Mejor De Mi,2013-10-31,latin,reggaeton,0.77,0.63,100.004,0.261
Alocate,Zion,41,20 Number 1's Now,2007-11-20,latin,reggaeton,0.806,0.871,94.019,0.288
Bailando Fue,Randy,49,Bailando Fue,2018-05-04,latin,reggaeton,0.742,0.878,106.015,0.0926
Nadie Como Tu,Wisin & Yandel,58,Wisin Y Yandel Presentan: Los Vaqueros,2006-01-01,latin,reggaeton,0.81,0.723,92.993,0.137
Un Sueño,R.K.M & Ken-Y,59,Alex Gargolas Greatest Hits,2013-07-09,latin,reggaeton,0.796,0.589,95.019,0.421
Quiero Saber,Ivy Queen,33,Diva Platinum Edition,2004-01-01,latin,reggaeton,0.847,0.909,95.013,0.216
Tuve un Sueno,RKM,42,The Royalty,2008-09-09,latin,reggaeton,0.77,0.732,87.992,0.101
Down,R.K.M & Ken-Y,62,Masterpiece: Nuestra Obra Maestra,2016-11-04,latin,reggaeton,0.801,0.773,94.988,0.103
Regalame Una Noche,J Alvarez,59,El Movimiento: The Mixtape,2010-11-16,latin,reggaeton,0.717,0.636,89.978,0.328
Descara,Yomo,49,My Destiny,2008-11-11,latin,reggaeton,0.864,0.826,90.031,0.465
Me Matas,R.K.M & Ken-Y,63,Masterpiece: Nuestra Obra Maestra,2016-11-04,latin,reggaeton,0.775,0.744,92.98,0.392
Web Cam,Farruko,0,The Ones,2015-08-28,latin,reggaeton,0.746,0.705,80.989,0.383
Dembow,Wisin & Yandel,58,Mi Vida…My Life,2003,latin,reggaeton,0.735,0.809,93.126,0.124
"Hoy (feat. Daddy Yankee, J-Alvarez & Jory)",Farruko,53,"Hoy (feat. Daddy Yankee, J-Alvarez & Jory)",2011-05-11,latin,reggaeton,0.744,0.837,92.04,0.229
Pegao,Wisin & Yandel,56,Wisin Y Yandel Presentan: Los Vaqueros,2006-01-01,latin,reggaeton,0.792,0.816,96.038,0.356
Sola,"Héctor ""El Father""",52,The Bad Boy,2006-01-01,latin,reggaeton,0.759,0.654,89.99,0.648
No Quiere Novio,Ñejo,47,"Music From The Motion Picture ""Feel The Noise""",2005,latin,reggaeton,0.87,0.614,95.016,0.0911
Cójela Que Va Sin Jockey,Luny Tunes,55,"Mas Flow, Vol. 1",2003-08-26,latin,reggaeton,0.834,0.826,95.016,0.0924
Porque Me Tratas Así?,Wisin & Yandel,55,"Wisin Vs Yandel ""Los Extraterrestres""",2007-01-01,latin,reggaeton,0.787,0.559,94.021,0.0936
Sexo Seguro,"Franco ""El Gorilla""",0,Welcome To The Jungle,2009-01-01,latin,reggaeton,0.748,0.887,97.015,0.108
Yo Voy A Legar (feat. Zion),DJ Nelson,34,Mi Historia,2016-04-01,latin,reggaeton,0.734,0.907,94.965,0.227
Matador - Official Remix,Nova y Jory,42,Matador (Official Remix),2010-05-31,latin,reggaeton,0.679,0.632,178.026,0.15
No Me Dejes Solo,Daddy Yankee,63,Barrio Fino (Bonus Track Version),2004-07-13,latin,reggaeton,0.79,0.837,95.968,0.0729
De Fuga,Baby Ranks,13,"Mi Flow ""This Is It""",2008-08-19,latin,reggaeton,0.723,0.823,94.014,0.123
Pa Bajarte el Calentamiento,Jadiel el Incomparable,50,Lo Mejor de Mi,2016-11-21,latin,reggaeton,0.796,0.757,95.991,0.297
Caile,"Tito ""El Bambino""",52,Top Of The Line,2006-01-01,latin,reggaeton,0.896,0.789,97.008,0.276
Si la Ves (feat. Cruzito),R.K.M & Ken-Y,43,Masterpiece: Nuestra Obra Maestra,2016-11-04,latin,reggaeton,0.727,0.579,94.02,0.249
Te Siento,Wisin & Yandel,56,La Revolución - Evolution (International Version),2009-01-01,latin,reggaeton,0.711,0.86,109.946,0.383
Cae la Noche,Luny Tunes,51,"Mas Flow, Vol. 1",2003-08-26,latin,reggaeton,0.737,0.646,93.85,0.0882
Flow Violento,Arcangel,0,Flow Violento Vol.1,2019-04-11,latin,reggaeton,0.792,0.841,80.018,0.237
Tu Quieres Duro,"Héctor ""El Father""",35,La Misión 4,2004,latin,reggaeton,0.804,0.869,95,0.287
Frikitona,Plan B,34,El Documental II,2006-01-01,latin,reggaeton,0.949,0.872,120.096,0.385
Aprovecha (feat. Daddy Yankee),Nova y Jory,58,Mucha Calidad,2011-07-12,latin,reggaeton,0.624,0.772,172.014,0.11
Pegaito a la Pared (feat. Plan B) - Remix,Tego Calderon,54,"Pegaito a la Pared ""The Remixes""",2009-02-03,latin,reggaeton,0.714,0.421,107.964,0.117
Nada Va Pasar,Yaga & Mackie,54,Los Mackieavelikos',2015-10-25,latin,reggaeton,0.745,0.744,96.026,0.0959
Hola Bebe,"Héctor ""El Father""",51,The Bad Boy (The Most Wanted Edition),2007-01-01,latin,reggaeton,0.741,0.735,96.007,0.861
Dale Caliente,Daddy Yankee,59,Barrio Fino (Bonus Track Version),2004-07-13,latin,reggaeton,0.831,0.742,95.995,0.0744
Nuestro Amor Es Asi,Magnate,0,Progresivo,2007-01-01,latin,reggaeton,0.694,0.804,94.931,0.215
Métele Sazón,Luny Tunes,58,"Mas Flow, Vol. 1",2003-08-26,latin,reggaeton,0.847,0.663,95.041,0.0736
Enamorado De Ti,Arcangel,48,El Fenomeno,2008-12-09,latin,reggaeton,0.69,0.953,135.027,0.187
Dale Don Dale,Don Omar,3,Obsesión Latina,2014-02-14,latin,reggaeton,0.825,0.852,95.028,0.13
Baila Morena - Original Reggaeton Mix,Hector & Tito,31,Baila Morena (Reggaeton Mix),2005,latin,reggaeton,0.783,0.824,93.998,0.102
Al Desnudo,Erre XI,38,Luny Tunes Presents ERRE XI,2008-01-01,latin,reggaeton,0.801,0.896,100.006,0.26
La Vida Es Así,Ivy Queen,56,Drama Queen (Deluxe Version),2010-01-01,latin,reggaeton,0.705,0.8,156.109,0.448
Dos Palgas,Jowell & Randy,46,Casa De Leones,2007-06-19,latin,reggaeton,0.789,0.815,95.009,0.145
Bandida,Zion & Lennox,56,Motivando a la Yal,2004-05-04,latin,reggaeton,0.807,0.781,95.009,0.105
Tengo Tantas Ganas de Ti,Arcangel,0,Flow Violento Vol.1,2019-04-11,latin,reggaeton,0.862,0.593,112.004,0.752
Let's Go To My Crib,Voltio,45,Reggaeton Rulers: Los Que Ponen,2006-01-01,latin,reggaeton,0.753,0.65,93.999,0.109
Con Calma,Daddy Yankee,87,Con Calma,2019-01-24,latin,reggaeton,0.737,0.86,93.989,0.0574
Calma - Remix,Pedro Capó,86,Calma (Remix),2018-10-05,latin,reggaeton,0.826,0.773,126.899,0.143
Créeme,KAROL G,73,OCEAN,2019-05-03,latin,reggaeton,0.715,0.874,96.995,0.105
HP,Maluma,83,11:11,2019-05-17,latin,reggaeton,0.837,0.791,91.98,0.188
Secreto,Anuel AA,82,Secreto,2019-01-15,latin,reggaeton,0.807,0.803,91.987,0.136
MIA (feat. Drake),Bad Bunny,83,MIA (feat. Drake),2018-10-11,latin,reggaeton,0.817,0.539,97.062,0.099
Runaway,Sebastian Yatra,80,Runaway,2019-06-21,latin,reggaeton,0.756,0.851,75.014,0.126
Dura,Daddy Yankee,76,Dura,2018-01-18,latin,reggaeton,0.783,0.84,95.001,0.412
Despacito,Luis Fonsi,79,VIDA,2019-02-01,latin,reggaeton,0.655,0.797,177.928,0.067
Sin Pijama,Becky G,78,Sin Pijama,2018-04-20,latin,reggaeton,0.791,0.745,94.014,0.104
El Amante,Nicky Jam,72,Fénix,2017-01-20,latin,reggaeton,0.683,0.691,179.91,0.14
Criminal,Natti Natasha,77,Criminal,2017-09-01,latin,reggaeton,0.814,0.813,79.997,0.255
Mayores,Becky G,43,Mayores,2017-07-14,latin,reggaeton,0.743,0.855,96.989,0.099
Felices los 4,Maluma,76,F.A.M.E.,2018-05-18,latin,reggaeton,0.766,0.756,94.027,0.349
Vaina Loca,Ozuna,79,Aura,2018-08-24,latin,reggaeton,0.754,0.805,93.982,0.203
Reggaetón Lento (Bailemos),CNCO,74,Primera Cita,2016-08-26,latin,reggaeton,0.761,0.838,93.974,0.176
Me Rehúso,Danny Ocean,74,54+1,2019-03-22,latin,reggaeton,0.744,0.804,104.823,0.0494
Imposible,Luis Fonsi,68,VIDA,2019-02-01,latin,reggaeton,0.783,0.738,90.976,0.127
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,72,Ubuntu,2018-05-11,latin,reggaeton,0.681,0.788,170.019,0.0753
Si Tú La Ves (feat. Wisin),Nicky Jam,68,Fénix,2017-01-20,latin,reggaeton,0.685,0.731,177.912,0.0722
Robarte un Beso,Carlos Vives,76,VIVES,2017-11-10,latin,reggaeton,0.742,0.858,95.049,0.364
Báilame - Remix,Nacho,69,La Criatura,2018-05-11,latin,reggaeton,0.646,0.865,191.954,0.11
Échame La Culpa,Luis Fonsi,75,VIDA,2019-02-01,latin,reggaeton,0.733,0.897,96.006,0.117
Vacaciones,Wisin,68,Victory,2017-12-01,latin,reggaeton,0.777,0.911,96.017,0.257
Culpables,KAROL G,65,OCEAN,2019-05-03,latin,reggaeton,0.728,0.812,130.029,0.13
EL BAÑO (feat. Bad Bunny),Enrique Iglesias,68,EL BAÑO (feat. Bad Bunny),2018-01-12,latin,reggaeton,0.719,0.842,90.017,0.105
Picky,Joey Montana,64,Picky Back To The Roots,2016-09-09,latin,reggaeton,0.783,0.748,93.222,0.173
X,Nicky Jam,52,X,2018-03-02,latin,reggaeton,0.595,0.773,180.073,0.334
Bella y Sensual,Romeo Santos,73,Golden,2017-07-21,latin,reggaeton,0.635,0.713,179.864,0.0506
Despacito - Remix,Luis Fonsi,76,Despacito Feat. Justin Bieber (Remix),2017-04-17,latin,reggaeton,0.653,0.816,178.086,0.0967
Te Boté - Remix,Nio Garcia,80,Te Boté (Remix),2018-04-13,latin,reggaeton,0.903,0.675,96.507,0.0595
Escápate Conmigo (feat. Ozuna),Wisin,76,Victory,2017-12-01,latin,reggaeton,0.744,0.859,91.977,0.0881
Adictiva,Daddy Yankee,77,Adictiva,2018-11-09,latin,reggaeton,0.788,0.771,99.038,0.172
Me Niego (feat. Ozuna & Wisin),Reik,18,Me Niego (feat. Ozuna & Wisin),2018-02-16,latin,reggaeton,0.777,0.779,94.023,0.636
Corazón (feat. Nego do Borel),Maluma,74,F.A.M.E.,2018-05-18,latin,reggaeton,0.722,0.738,198.075,0.198
El Préstamo,Maluma,70,F.A.M.E.,2018-05-18,latin,reggaeton,0.74,0.74,93.95,0.107
Que Va,Alex Sensation,70,Que Va,2017-08-04,latin,reggaeton,0.766,0.827,91.03,0.0518
Otro Trago,Sech,84,Sueños,2019-04-19,latin,reggaeton,0.747,0.7,176.036,0.11
Baila Baila Baila,Ozuna,65,Baila Baila Baila,2019-01-05,latin,reggaeton,0.816,0.754,99.966,0.217
Pa Mí - Remix,Dalex,84,Climaxxx,2019-05-10,latin,reggaeton,0.688,0.62,170.018,0.158
Amigos Con Derechos,Reik,79,Ahora,2019-05-31,latin,reggaeton,0.678,0.806,183.984,0.0673
No Lo Trates,Pitbull,76,No Lo Trates,2019-04-26,latin,reggaeton,0.834,0.808,104.026,0.222
Date La Vuelta,Luis Fonsi,75,Date La Vuelta,2019-04-24,latin,reggaeton,0.747,0.825,94.006,0.107
Llegaste Tú,CNCO,69,Llegaste Tú,2018-10-26,latin,reggaeton,0.702,0.914,96.991,0.0625
No Me Acuerdo,Thalía,75,Valiente,2018-11-09,latin,reggaeton,0.837,0.784,94.036,0.0897
La Boca,Mau y Ricky,80,Para Aventuras y Curiosidades,2019-05-03,latin,reggaeton,0.618,0.795,185.901,0.309
Bonita,Juanes,78,Bonita,2019-09-06,latin,reggaeton,0.745,0.881,157.985,0.25
Destino,Greeicy,71,Destino,2019-03-15,latin,reggaeton,0.708,0.761,188.124,0.0462
Tutu - Remix,Camilo,77,Tutu (Remix),2019-10-15,latin,reggaeton,0.731,0.763,154.111,0.0754
Desconocidos,Mau y Ricky,79,Desconocidos,2018-10-12,latin,reggaeton,0.709,0.771,174.006,0.249
Detente,Mike Bahía,4,Detente,2019-11-15,latin,reggaeton,0.736,0.588,171.954,0.105
En Cero,Yandel,73,En Cero,2019-05-24,latin,reggaeton,0.733,0.782,93.021,0.286
Cariño Mío,Chyno Miranda,63,Cariño Mío,2019-07-26,latin,reggaeton,0.864,0.751,112.008,0.0817
Señorita,Shawn Mendes,93,Señorita,2019-06-21,latin,reggaeton,0.759,0.54,116.947,0.0945
Ya No Soy Así,Cruz,61,Ya No Soy Así,2019-06-28,latin,reggaeton,0.798,0.746,100.036,0.0478
A Tu Manera [CORBATA],Sofia Reyes,67,A Tu Manera [CORBATA],2019-10-11,latin,reggaeton,0.728,0.767,176.148,0.171
Enseñame a Soñar - Original Mix,DJ Goozo,65,Enseñame a Soñar,2019-07-19,latin,reggaeton,0.979,0.923,128.029,0.0735
Mona Lisa,Nacho,66,Mona Lisa,2019-05-31,latin,reggaeton,0.816,0.777,94.996,0.0642
Ganitas,Rombai,64,Ganitas,2019-08-23,latin,reggaeton,0.749,0.772,173.737,0.0803
Haz Lo Que Quieras,Haze,67,Haz Lo Que Quieras,2019-11-22,latin,reggaeton,0.708,0.777,100.002,0.184
Buena Vibra,Mario Bautista,64,Buena Vibra,2019-12-06,latin,reggaeton,0.765,0.721,105.992,0.12
De Tranquilote,Danny Romero,74,De Tranquilote,2019-06-28,latin,reggaeton,0.682,0.669,79.929,0.071
Vallenato Apretao,Silvestre Dangond,60,Vallenato Apretao,2019-10-25,latin,reggaeton,0.789,0.787,90.038,0.187
I Don't Care (with Justin Bieber),Ed Sheeran,90,I Don't Care (with Justin Bieber),2019-05-10,latin,reggaeton,0.798,0.675,101.956,0.0894
Celosa,Alejandro Gonzalez,54,Celosa,2019-03-22,latin,reggaeton,0.685,0.939,92.023,0.288
Dance Monkey,Tones and I,43,Dance Monkey,2019-05-10,latin,reggaeton,0.824,0.592,98.074,0.178
Fuera De Mi Mente,Lérica,74,Fuera De Mi Mente,2019-11-05,latin,reggaeton,0.741,0.94,93.994,0.0542
Don't Start Now,Dua Lipa,97,Don't Start Now,2019-10-31,latin,reggaeton,0.794,0.793,123.941,0.0952
Memories,Maroon 5,98,Memories,2019-09-20,latin,reggaeton,0.764,0.32,91.019,0.0822
Cuando Te Besé,Becky G,76,Cuando Te Besé,2018-08-02,latin,reggaeton,0.772,0.732,100.048,0.106
Traicionera,Sebastian Yatra,72,MANTRA,2018-05-18,latin,reggaeton,0.775,0.679,91,0.155
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,74,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",2016-12-02,latin,reggaeton,0.639,0.869,169.801,0.0802
A Ella,KAROL G,57,A Ella,2017-05-05,latin,reggaeton,0.73,0.769,181.931,0.136
PPP,Kevin Roldan,72,PPP,2018-09-07,latin,reggaeton,0.786,0.65,92.975,0.122
Me Rehúso,Danny Ocean,77,Me Rehúso,2017-06-16,latin,reggaeton,0.744,0.804,104.823,0.0494
Otra vez (feat. J Balvin),Zion & Lennox,74,Motivan2,2016-09-30,latin,reggaeton,0.832,0.772,96.016,0.44
Bella,Wolfine,71,Bella,2017-12-29,latin,reggaeton,0.909,0.493,94.016,0.127
Asesina - Original mix,Brytiago,67,Asesina,2018-05-01,latin,reggaeton,0.835,0.703,94.211,0.144
Se Preparó,Ozuna,75,Odisea,2017-08-25,latin,reggaeton,0.739,0.821,171.077,0.311
Ponle,Rvssian,73,Ponle,2018-09-06,latin,reggaeton,0.857,0.772,94.028,0.0851
Hey DJ,CNCO,71,CNCO,2018-04-06,latin,reggaeton,0.798,0.809,90.006,0.214
Solo,Amenazzy,68,Solo,2017-09-19,latin,reggaeton,0.637,0.513,196.088,0.0981
La Rompe Corazones,Daddy Yankee,72,La Rompe Corazones,2017-01-13,latin,reggaeton,0.685,0.859,176.018,0.317
Bonita,J Balvin,74,Bonita,2017-06-02,latin,reggaeton,0.775,0.867,96.038,0.278
3 A.M.,Jesse & Joy,71,3 A.M.,2017-08-18,latin,reggaeton,0.702,0.84,101.99,0.119
Báilame,Nacho,5,Bailame,2017-04-14,latin,reggaeton,0.817,0.869,96.029,0.0497
Suena El Dembow,Joey Montana,65,Suena El Dembow,2017-09-01,latin,reggaeton,0.695,0.856,91.911,0.116
Me llamas,Piso 21,53,Ubuntu,2018-05-11,latin,reggaeton,0.776,0.735,93.017,0.0693
Quiero Repetir,Ozuna,71,Odisea,2017-08-25,latin,reggaeton,0.608,0.753,97.626,0.0996
Vente Pa' Ca,Ricky Martin,73,Vente Pa' Ca,2016-09-23,latin,reggaeton,0.663,0.92,99.935,0.101
Mamita,CNCO,66,CNCO,2018-04-06,latin,reggaeton,0.803,0.705,90.995,0.147
Perro Fiel (feat. Nicky Jam),Shakira,71,El Dorado,2017-05-26,latin,reggaeton,0.75,0.76,183.817,0.0548
